SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,AVLTreeSortNComp,AVLTreeSortTns,
seq_400_79,79800,525900,38901,91600,2983,106200,2798,77900,
seq_400_80,79800,537000,40803,117400,2949,78200,2878,91100,
seq_400_81,79800,532800,39474,107100,2963,99100,2796,83500,
seq_400_82,79800,572400,40492,95900,2948,129000,2829,98000,
seq_400_83,79800,523700,42874,109800,2982,115800,2810,81000,
seq_400_84,79800,509900,39135,100600,2951,110600,2817,79800,
seq_400_85,79800,504700,38907,91900,2973,109600,2785,78100,
seq_400_86,79800,519500,39169,93800,2959,104400,2818,79700,
seq_400_87,79800,363400,39922,85200,2962,78200,2807,80000,
seq_400_88,79800,498100,40027,101900,2961,113800,2792,78500,
seq_400_89,79800,483900,39695,94700,2961,128500,2853,109800,
seq_400_90,79800,526200,40988,150800,2964,143400,2823,111400,
seq_400_91,79800,504800,38511,100000,2978,113000,2811,79100,
seq_400_92,79800,511600,38679,92900,2969,103000,2815,79200,
seq_400_93,79800,683300,39243,148800,2962,79000,2792,79700,
seq_400_94,79800,490500,42049,159600,2965,122700,2836,81200,
seq_400_95,79800,526300,39563,154400,2962,190900,2851,164900,
seq_400_96,79800,496400,41396,107800,2955,104400,2810,105200,
seq_400_97,79800,515100,42717,100400,2979,100000,2843,79300,
seq_400_98,79800,503100,40707,103900,2957,108700,2826,81200,
seq_400_99,79800,743200,41251,144800,2952,100600,2839,111500,
seq_450_0,101025,1095500,53594,173700,3406,152200,3203,132000,
seq_450_1,101025,654900,53210,248100,3403,222600,3271,159000,
seq_450_2,101025,704300,52587,197000,3397,146000,3193,128700,
seq_450_3,101025,778400,51724,172300,3394,139200,3196,125900,
seq_450_4,101025,674600,49913,116000,3421,94100,3259,98600,
seq_450_5,101025,626900,52900,133400,3411,120600,3248,129800,
seq_450_6,101025,615400,50592,259400,3400,138200,3292,123200,
seq_450_7,101025,790400,53306,190500,3430,146600,3245,129700,
seq_450_8,101025,779300,51175,170000,3395,139100,3258,194400,
seq_450_9,101025,653400,49029,228000,3401,236800,3223,271600,
seq_450_10,101025,687200,49872,184200,3391,130600,3200,112300,
seq_450_11,101025,812100,51425,173000,3425,146700,3235,124900,
seq_450_12,101025,822500,48851,174000,3420,147000,3214,129700,
seq_450_13,101025,687900,48533,214000,3414,207900,3189,181000,
seq_450_14,101025,791600,50769,173900,3397,145300,3282,126800,
seq_450_15,101025,761200,49686,167600,3412,146900,3250,125500,
seq_450_16,101025,826300,51304,170700,3399,145700,3210,122800,
seq_450_17,101025,597000,49248,92400,3425,95500,3300,92200,
seq_450_18,101025,698700,49079,173500,3399,144600,3288,120400,
seq_450_19,101025,657600,50939,136900,3408,155800,3207,127000,
seq_450_20,101025,647300,52117,148300,3400,99300,3259,90400,
seq_450_21,101025,644700,53063,133900,3409,88000,3243,89100,
seq_450_22,101025,779400,51207,210900,3425,125200,3216,162000,
seq_450_23,101025,722100,53263,100700,3383,93200,3244,96700,
seq_450_24,101025,1042800,50313,240400,3406,226900,3261,176200,
seq_450_25,101025,1000400,50146,177200,3399,146300,3186,127300,
seq_450_26,101025,1397900,49879,241400,3398,262400,3203,155200,
seq_450_27,101025,1065900,51584,166000,3400,150600,3205,144100,
seq_450_28,101025,679700,51753,195500,3406,88400,3269,91700,
seq_450_29,101025,633900,50617,133800,3407,88300,3243,90900,
seq_450_30,101025,655000,53109,121800,3403,87200,3201,88400,
seq_450_31,101025,915900,51814,292500,3407,104200,3249,99000,
seq_450_32,101025,1056500,52633,267900,3396,208300,3168,174300,
seq_450_33,101025,974400,49281,166800,3414,146100,3247,122400,
seq_450_34,101025,627000,49485,137500,3398,95700,3248,90700,
seq_450_35,101025,661000,49519,134800,3430,161200,3205,122000,
seq_450_36,101025,702400,51532,212300,3419,198500,3250,168000,
seq_450_37,101025,429100,53263,157900,3412,111900,3232,117100,
seq_450_38,101025,465300,52583,146700,3416,108400,3262,89800,
seq_450_39,101025,532900,49173,117700,3415,90500,3199,89200,
seq_450_40,101025,505200,49810,132700,3399,87400,3215,89000,
seq_450_41,101025,565000,50585,148000,3402,112900,3227,127900,
seq_450_42,101025,433200,52506,147200,3405,109200,3263,116200,
seq_450_43,101025,534100,47814,127500,3394,86400,3192,90200,
seq_450_44,101025,462500,49096,115200,3418,113100,3270,95100,
seq_450_45,101025,520000,49977,125000,3404,87000,3221,88900,
seq_450_46,101025,483200,50934,140500,3407,88400,3260,88100,
seq_450_47,101025,442400,49479,93000,3413,104700,3263,88500,
seq_450_48,101025,460800,52273,123100,3406,115900,3242,89200,
seq_450_49,101025,446400,49621,119100,3434,117200,3219,136400,
seq_450_50,101025,525200,53573,135100,3429,111000,3202,88600,
seq_450_51,101025,469700,49125,116300,3409,120300,3237,89400,
seq_450_52,101025,528000,49035,133000,3395,102200,3215,91000,
seq_450_53,101025,395600,51489,97200,3413,89700,3269,90900,
seq_450_54,101025,513500,50550,133800,3420,88300,3264,104200,
seq_450_55,101025,541500,49909,117600,3415,150900,3253,125100,
seq_450_56,101025,503800,49941,132500,3399,117300,3218,90700,
seq_450_57,101025,704000,50845,108500,3405,87100,3235,90500,
seq_450_58,101025,647100,48940,129000,3403,90800,3256,90500,
seq_450_59,101025,625400,48668,170600,3422,138700,3220,124100,
seq_450_60,101025,630400,49915,122100,3387,160900,3245,156000,
seq_450_61,101025,656100,48497,125800,3395,87800,3233,90900,
seq_450_62,101025,671300,51292,138800,3408,89000,3178,88100,
seq_450_63,101025,677800,51418,127500,3395,86500,3260,93000,
seq_450_64,101025,907000,49363,259400,3403,244300,3281,167200,
seq_450_65,101025,1030600,48436,178200,3410,124300,3242,132000,
seq_450_66,101025,657300,49578,141500,3404,87600,3234,90500,
seq_450_67,101025,656900,50534,122600,3389,88400,3213,93000,
seq_450_68,101025,644500,47920,117600,3402,103900,3228,89600,
seq_450_69,101025,629500,49787,125400,3405,86500,3210,93400,
seq_450_70,101025,713500,51488,206800,3410,240300,3221,171600,
seq_450_71,101025,701700,51042,192100,3403,145800,3212,124000,
seq_450_72,101025,636100,53487,120700,3379,90000,3218,88100,
seq_450_73,101025,609500,52296,119800,3431,92900,3228,89900,
seq_450_74,101025,615000,50977,118000,3426,87500,3229,157000,
seq_450_75,101025,603200,49992,121100,3410,126400,3270,129700,
seq_450_76,101025,627900,49400,117700,3398,96200,3294,110500,
seq_450_77,101025,619000,51009,120800,3382,87300,3262,91000,
seq_450_78,101025,671400,51601,139200,3416,86400,3209,90000,
seq_450_79,101025,641100,49882,118300,3381,87600,3213,88100,
seq_450_80,101025,896800,51195,159500,3411,124900,3225,90100,
seq_450_81,101025,617400,50239,139800,3389,93500,3269,90900,
seq_450_82,101025,1057500,50927,252800,3385,157700,3236,126800,
seq_450_83,101025,607000,53813,134600,3429,127900,3241,124200,
seq_450_84,101025,664900,50406,137000,3410,87100,3211,90600,
seq_450_85,101025,664200,48841,91300,3413,187500,3265,150600,
seq_450_86,101025,582400,51629,163200,3407,146000,3238,119200,
seq_450_87,101025,597000,51447,121500,3366,142800,3261,118400,
seq_450_88,101025,690900,47706,195200,3420,144000,3224,124000,
seq_450_89,101025,744500,49676,152200,3423,150000,3263,120100,
seq_450_90,101025,1184100,49057,185900,3409,145300,3207,121400,
seq_450_91,101025,668100,50694,138700,3422,110400,3202,123300,
seq_450_92,101025,667700,52712,145800,3414,88700,3226,95800,
seq_450_93,101025,641400,51205,122100,3389,90100,3177,87400,
seq_450_94,101025,1032500,53475,190700,3393,176400,3224,107300,
seq_450_95,101025,637300,50381,139400,3404,145300,3265,126900,
seq_450_96,101025,654700,51441,138300,3407,88000,3243,92100,
seq_450_97,101025,592500,49813,124900,3406,133300,3299,99100,
seq_450_98,101025,592700,50531,123700,3421,130400,3231,99500,
seq_450_99,101025,737400,50376,94300,3426,159300,3224,116100,
seq_500_0,124750,733500,60530,174100,3848,159000,3703,156400,
seq_500_1,124750,816300,61645,130900,3845,102800,3655,100700,
seq_500_2,124750,787500,65337,120100,3873,103600,3665,99600,
seq_500_3,124750,756100,62772,116400,3840,99300,3616,99600,
seq_500_4,124750,779000,62362,174800,3856,234300,3654,173700,
seq_500_5,124750,796300,63961,212200,3851,137800,3626,143600,
seq_500_6,124750,841000,62769,116200,3836,98200,3717,105300,
seq_500_7,124750,738600,65950,121900,3847,97100,3688,100700,
seq_500_8,124750,847600,61262,113300,3848,97800,3649,99500,
seq_500_9,124750,752300,63118,270800,3843,230700,3709,200000,
seq_500_10,124750,740100,60734,187400,3845,163300,3687,136300,
seq_500_11,124750,758700,62042,187900,3856,202100,3605,126300,
seq_500_12,124750,807100,64544,119300,3856,105600,3594,98600,
seq_500_13,124750,749000,62312,115600,3845,97800,3669,101900,
seq_500_14,124750,1098500,62633,122900,3840,101100,3600,100500,
seq_500_15,124750,898700,61562,204100,3849,190000,3632,149000,
seq_500_16,124750,738100,61391,168500,3866,181300,3661,125000,
seq_500_17,124750,779500,64499,120400,3870,98700,3696,102100,
seq_500_18,124750,769600,64057,117800,3864,97900,3579,99100,
seq_500_19,124750,1256400,60614,128900,3853,98600,3670,103800,
seq_500_20,124750,1020800,65806,144800,3880,116800,3638,115000,
seq_500_21,124750,770900,64732,168700,3853,186000,3628,159500,
seq_500_22,124750,800100,62730,120300,3872,100400,3622,101400,
seq_500_23,124750,740000,63408,130900,3866,106300,3618,100100,
seq_500_24,124750,1153800,64238,179000,3845,99800,3607,100300,
seq_500_25,124750,768800,63410,158000,3851,189100,3633,133000,
seq_500_26,124750,745200,64491,150400,3847,99600,3669,101000,
seq_500_27,124750,870800,61622,190700,3855,163700,3646,136200,
seq_500_28,124750,911100,62566,195500,3865,168200,3628,135500,
seq_500_29,124750,769900,65087,190000,3855,171900,3641,140400,
seq_500_30,124750,748700,62730,139000,3849,97000,3629,99800,
seq_500_31,124750,753500,63358,117300,3859,99600,3626,99500,
seq_500_32,124750,736100,62629,116700,3874,98500,3668,99700,
seq_500_33,124750,776500,63313,117300,3861,108300,3644,101200,
seq_500_34,124750,766600,61673,157000,3869,142800,3661,139500,
seq_500_35,124750,787600,65576,121600,3847,99100,3645,100700,
seq_500_36,124750,777200,63817,117800,3843,97200,3680,101200,
seq_500_37,124750,784600,64384,123100,3853,97100,3649,104600,
seq_500_38,124750,700900,65056,201900,3880,176800,3650,138300,
seq_500_39,124750,761200,62688,116400,3838,99400,3643,241100,
seq_500_40,124750,729800,63617,163200,3844,131800,3656,171600,
seq_500_41,124750,785800,63502,117600,3865,100200,3652,100800,
seq_500_42,124750,951700,61116,165800,3852,111100,3657,100500,
seq_500_43,124750,818000,60483,113300,3882,102700,3669,101500,
seq_500_44,124750,924100,61976,274200,3848,248400,3637,178800,
seq_500_45,124750,773800,61921,146800,3835,104700,3665,100600,
seq_500_46,124750,743000,62810,116300,3861,97500,3670,100700,
seq_500_47,124750,718900,60341,188200,3832,164600,3638,137800,
seq_500_48,124750,905800,61682,145600,3853,180200,3689,144900,
seq_500_49,124750,758600,62117,115400,3849,98800,3716,102000,
seq_500_50,124750,741800,64600,119200,3849,106800,3627,100500,
seq_500_51,124750,808300,61418,114400,3877,97900,3670,100600,
seq_500_52,124750,756700,62476,193700,3842,163700,3624,237800,
seq_500_53,124750,729600,62774,165200,3854,143800,3671,153200,
seq_500_54,124750,984400,62698,187900,3864,164100,3652,135900,
seq_500_55,124750,773100,61800,114300,3845,103600,3697,100600,
seq_500_56,124750,763200,59104,109900,3874,213500,3676,172400,
seq_500_57,124750,937000,64206,290400,3852,221200,3664,224700,
seq_500_58,124750,863900,64418,199500,3832,163000,3672,136500,
seq_500_59,124750,852100,63965,118300,3853,97300,3696,101100,
seq_500_60,124750,875400,61714,196300,3838,163600,3629,196700,
seq_500_61,124750,838900,64023,270200,3862,276500,3652,172700,
seq_500_62,124750,881900,61312,191400,3850,169900,3642,137400,
seq_500_63,124750,927100,62307,192700,3860,163900,3627,135200,
seq_500_64,124750,905000,66051,234700,3852,205600,3688,187900,
seq_500_65,124750,651200,63754,118600,3847,98200,3665,101200,
seq_500_66,124750,902800,63576,197700,3868,162800,3610,193400,
seq_500_67,124750,794900,59804,197800,3857,159200,3634,155500,
seq_500_68,124750,771200,62356,115800,3871,97800,3652,101000,
seq_500_69,124750,753300,64685,119200,3860,96900,3658,173000,
seq_500_70,124750,722200,62747,197000,3843,162900,3693,140400,
seq_500_71,124750,798600,61222,153300,3861,174100,3668,124100,
seq_500_72,124750,826300,61863,115200,3875,103900,3610,100400,
seq_500_73,124750,1077300,61459,191500,3873,164700,3639,135000,
seq_500_74,124750,762900,64747,199200,3849,170500,3658,135100,
seq_500_75,124750,732400,62283,167800,3844,253500,3719,198100,
seq_500_76,124750,783400,66652,123700,3840,97700,3685,102900,
seq_500_77,124750,772300,60956,113100,3866,100100,3633,99300,
seq_500_78,124750,733200,61169,113600,3845,96200,3672,100400,
seq_500_79,124750,774300,61598,193400,3847,171200,3601,136800,
seq_500_80,124750,764400,63694,163100,3881,138300,3602,138800,
seq_500_81,124750,748600,64290,124500,3838,98100,3705,112500,
seq_500_82,124750,760400,64317,119300,3857,97400,3626,105200,
seq_500_83,124750,743700,60378,112000,3835,99000,3621,100900,
seq_500_84,124750,768700,64485,214200,3848,207700,3618,143300,
seq_500_85,124750,768200,61961,149800,3879,165300,3637,121400,
seq_500_86,124750,774800,58810,110200,3848,99500,3660,100000,
seq_500_87,124750,768900,62474,115000,3842,96500,3643,123700,
seq_500_88,124750,758000,63841,136800,3852,96500,3663,101700,
seq_500_89,124750,913500,64401,273600,3858,241600,3614,201700,
seq_500_90,124750,857100,63556,125200,3849,97500,3607,101300,
seq_500_91,124750,890100,61852,191400,3842,168000,3652,135400,
seq_500_92,124750,923700,63494,196200,3851,162300,3587,135600,
seq_500_93,124750,650200,57705,108300,3869,104700,3627,100300,
seq_500_94,124750,930100,62729,193800,3880,165900,3616,136100,
seq_500_95,124750,806800,60986,180800,3846,156600,3603,152600,
seq_500_96,124750,773400,66997,124900,3851,107100,3642,101300,
seq_500_97,124750,776300,62531,118500,3864,180100,3624,136200,
seq_500_98,124750,694400,61286,189500,3866,162900,3715,138100,
seq_500_99,124750,778700,63849,185300,3854,165300,3663,149600,
seq_550_0,150975,940800,79435,146900,4323,110100,4034,114100,
seq_550_1,150975,888400,72920,139900,4302,112900,4082,112100,
seq_550_2,150975,899100,78129,244800,4312,179500,4063,149900,
seq_550_3,150975,1055700,77151,316700,4329,283700,4100,231500,
seq_550_4,150975,938100,74207,137100,4331,109700,4064,108900,
seq_550_5,150975,850300,74776,160500,4313,114100,4068,111500,
seq_550_6,150975,796600,76769,161500,4317,110700,4102,116700,
seq_550_7,150975,1172800,75346,316700,4323,297700,4108,207200,
seq_550_8,150975,916500,74975,138500,4337,111300,4071,112200,
seq_550_9,150975,873600,75463,139300,4333,113700,4060,110300,
seq_550_10,150975,1322900,73459,160600,4334,110400,4010,110100,
seq_550_11,150975,875200,75881,218500,4333,163500,4010,163200,
seq_550_12,150975,937200,73836,136700,4344,111200,4103,113600,
seq_550_13,150975,882000,75351,139800,4342,107800,4059,110800,
seq_550_14,150975,882700,74363,163100,4324,120000,4090,114500,
seq_550_15,150975,942000,79333,244200,4308,147300,4084,189100,
seq_550_16,150975,925000,77622,144900,4329,114300,4083,113100,
seq_550_17,150975,880200,77572,142500,4334,109900,4034,110700,
seq_550_18,150975,848300,77576,163300,4329,116100,4099,110000,
seq_550_19,150975,1248100,76170,143900,4318,112200,4122,113000,
seq_550_20,150975,896100,70021,129600,4319,113000,4046,116200,
seq_550_21,150975,909000,76077,198800,4333,145900,4104,163100,
seq_550_22,150975,1087200,73133,234100,4319,277400,4067,182000,
seq_550_23,150975,777600,75106,141200,4299,110300,4112,116400,
seq_550_24,150975,1138200,78930,286500,4348,156500,4117,114600,
seq_550_25,150975,894100,76185,238000,4306,166800,4070,159400,
seq_550_26,150975,908900,73539,136600,4323,110600,4088,112400,
seq_550_27,150975,1325600,80340,181600,4299,119000,3979,112500,
seq_550_28,150975,863200,76311,427300,4309,193300,4144,176400,
seq_550_29,150975,881500,78612,219300,4340,185100,4054,195200,
seq_550_30,150975,907100,77212,145000,4319,110700,4058,109800,
seq_550_31,150975,994400,78004,231200,4315,172100,4031,205400,
seq_550_32,150975,1134900,78816,256300,4309,203600,4144,167000,
seq_550_33,150975,1217600,76322,360100,4298,284100,4115,185300,
seq_550_34,150975,883600,76194,159500,4338,110000,4119,113200,
seq_550_35,150975,1002400,73787,233500,4339,193800,4039,179900,
seq_550_36,150975,867200,75501,234800,4330,140400,4062,156900,
seq_550_37,150975,1121600,80572,256200,4315,182800,4026,152300,
seq_550_38,150975,866300,79130,146300,4321,152800,4115,112600,
seq_550_39,150975,915500,77976,280400,4309,242200,4050,206800,
seq_550_40,150975,939600,76169,239700,4319,209700,4069,137800,
seq_550_41,150975,909900,74301,138500,4308,110600,4071,132900,
seq_550_42,150975,938900,78386,144900,4325,110100,4080,132400,
seq_550_43,150975,911100,76695,141900,4336,112800,4065,110100,
seq_550_44,150975,973200,78140,249800,4315,163600,4052,157700,
seq_550_45,150975,880400,79118,146500,4329,109700,4077,110900,
seq_550_46,150975,1369900,74439,217000,4312,200600,4085,152200,
seq_550_47,150975,1078100,74542,240900,4349,186500,4080,154200,
seq_550_48,150975,746700,76352,141400,4324,116600,4094,113600,
seq_550_49,150975,1043800,76170,239300,4319,187300,4061,211400,
seq_550_50,150975,934500,75048,233000,4309,161500,4072,146100,
seq_550_51,150975,935400,76125,141300,4322,120700,4125,112700,
seq_550_52,150975,1244200,80028,152400,4323,128600,4021,151200,
seq_550_53,150975,887800,75887,141700,4313,130100,4093,111900,
seq_550_54,150975,1104200,80166,327400,4317,274300,4088,229000,
seq_550_55,150975,915900,78833,146200,4289,111300,4110,112600,
seq_550_56,150975,994800,76569,339400,4322,315100,4038,209700,
seq_550_57,150975,872500,73675,173600,4330,230000,4085,159000,
seq_550_58,150975,914100,70534,218400,4323,144700,4126,160400,
seq_550_59,150975,1082400,73959,250200,4299,173700,4076,158700,
seq_550_60,150975,1195400,75209,321000,4320,233500,4060,188200,
seq_550_61,150975,1175400,77730,265700,4306,149200,4087,116400,
seq_550_62,150975,1203000,75664,287700,4323,354300,4075,193900,
seq_550_63,150975,930100,75567,164500,4331,119700,4022,112000,
seq_550_64,150975,932600,74019,222600,4328,163300,4043,120500,
seq_550_65,150975,934000,75964,215700,4311,211900,4132,220300,
seq_550_66,150975,946500,76012,162100,4319,127600,4089,114500,
seq_550_67,150975,992900,78456,253000,4338,184800,4071,152800,
seq_550_68,150975,939700,74208,137800,4318,110500,4070,115700,
seq_550_69,150975,969600,76889,260800,4325,175600,3996,156100,
seq_550_70,150975,984900,74248,248000,4318,182400,4090,168100,
seq_550_71,150975,1062100,78696,374700,4310,284600,4089,235900,
seq_550_72,150975,1205000,74613,296200,4300,197600,3995,113600,
seq_550_73,150975,962700,73786,137000,4333,119600,4029,110900,
seq_550_74,150975,976100,75675,242700,4331,207000,4073,206500,
seq_550_75,150975,965500,74008,138500,4327,115400,4025,174200,
seq_550_76,150975,923900,78580,200700,4322,232400,4104,189300,
seq_550_77,150975,938300,75454,252600,4326,172600,4043,161400,
seq_550_78,150975,1028200,76979,212200,4322,161800,4041,146600,
seq_550_79,150975,942300,76663,164200,4318,110900,4054,113300,
seq_550_80,150975,948000,77523,144200,4332,115300,3997,218700,
seq_550_81,150975,983400,78817,285900,4317,276500,4024,169300,
seq_550_82,150975,1176600,80772,352200,4314,257400,4106,210600,
seq_550_83,150975,950300,76158,145600,4332,115100,4096,112400,
seq_550_84,150975,1003100,73603,256400,4315,195700,4014,163100,
seq_550_85,150975,1248400,78004,269400,4326,119800,3981,115800,
seq_550_86,150975,940800,77441,208300,4325,204500,4022,165400,
seq_550_87,150975,1052400,76053,253700,4326,163200,4051,149600,
seq_550_88,150975,1185000,72685,294700,4336,173900,4055,262800,
seq_550_89,150975,968500,78568,214800,4314,171300,4082,144000,
seq_550_90,150975,885200,74476,147500,4313,118200,4147,115900,
seq_550_91,150975,916400,75819,142000,4311,113100,4048,112400,
seq_550_92,150975,1118400,76535,262200,4320,179700,4069,162200,
seq_550_93,150975,762700,75082,141200,4330,110000,4093,113400,
seq_550_94,150975,1097600,73524,244700,4319,186300,4086,194600,
seq_550_95,150975,1151600,78793,284600,4329,180300,4050,164200,
seq_550_96,150975,935500,74023,224800,4352,460400,4100,222800,
seq_550_97,150975,976000,77267,296300,4311,184300,4138,159400,
seq_550_98,150975,902700,77719,233700,4305,158200,4077,168200,
seq_550_99,150975,961600,81704,151200,4295,119000,3988,113100,
seq_600_0,179700,1057500,89846,225300,4798,149000,4540,200200,
seq_600_1,179700,1168700,90064,305900,4784,202400,4505,179700,
seq_600_2,179700,1413300,91285,413800,4807,258300,4477,174900,
seq_600_3,179700,1031100,92120,265800,4792,204500,4518,167000,
seq_600_4,179700,1102500,92658,296200,4744,201800,4532,168700,
seq_600_5,179700,1058700,93626,249300,4802,179300,4565,185500,
seq_600_6,179700,1055800,87473,162300,4794,121800,4514,122300,
seq_600_7,179700,966100,95852,176500,4777,122700,4534,123300,
seq_600_8,179700,1087900,89387,283400,4810,202300,4500,168400,
seq_600_9,179700,1062300,88900,210000,4791,190600,4489,180800,
seq_600_10,179700,1030800,93647,173700,4799,120100,4468,122100,
seq_600_11,179700,1029800,85964,181600,4774,122800,4475,120900,
seq_600_12,179700,1304700,92527,199300,4785,126200,4502,122800,
seq_600_13,179700,1198500,93991,277500,4777,221400,4432,186600,
seq_600_14,179700,1074000,91794,170900,4799,120600,4414,117900,
seq_600_15,179700,1009800,90641,167400,4806,119900,4509,123500,
seq_600_16,179700,1366200,89119,406300,4799,228600,4523,165800,
seq_600_17,179700,1085700,91497,290000,4774,200900,4519,164200,
seq_600_18,179700,989100,96363,260900,4821,167000,4498,197000,
seq_600_19,179700,1085900,89900,165900,4795,119100,4454,124100,
seq_600_20,179700,1119200,92376,297500,4785,218600,4450,166700,
seq_600_21,179700,1011600,86637,229700,4791,131800,4497,126600,
seq_600_22,179700,1388700,92557,377400,4785,301900,4430,206000,
seq_600_23,179700,995200,91182,168400,4809,139200,4570,177300,
seq_600_24,179700,1119500,87509,278200,4800,219000,4494,171000,
seq_600_25,179700,1053000,89208,231700,4813,175700,4506,173300,
seq_600_26,179700,1061800,86576,162100,4784,129200,4479,122400,
seq_600_27,179700,1141300,92171,256700,4807,267500,4489,256700,
seq_600_28,179700,1056300,88268,280800,4812,208100,4486,212600,
seq_600_29,179700,1081400,88801,228800,4798,186200,4494,172300,
seq_600_30,179700,1113600,91357,256400,4812,196700,4479,217500,
seq_600_31,179700,1088900,92225,294100,4829,405000,4465,200400,
seq_600_32,179700,1002700,90040,259300,4808,148300,4445,176500,
seq_600_33,179700,1032100,86122,158900,4765,120900,4531,123900,
seq_600_34,179700,1031900,91234,167300,4799,120400,4506,121800,
seq_600_35,179700,1203300,92450,323000,4803,121000,4484,124300,
seq_600_36,179700,1116300,90416,250400,4780,200200,4523,169800,
seq_600_37,179700,1049900,86529,158900,4797,119100,4471,122100,
seq_600_38,179700,990700,90690,168600,4784,118800,4472,124400,
seq_600_39,179700,1081200,89831,289000,4814,200100,4515,173300,
seq_600_40,179700,991200,85644,157100,4799,120800,4523,121600,
seq_600_41,179700,1109200,88236,252100,4809,198000,4479,200400,
seq_600_42,179700,1045000,89551,164300,4810,121000,4422,122800,
seq_600_43,179700,1120200,89158,283900,4809,207600,4507,169500,
seq_600_44,179700,1307800,91487,286400,4775,200100,4498,166500,
seq_600_45,179700,1052800,92798,318000,4763,176400,4472,165700,
seq_600_46,179700,2233700,87306,327900,4798,210000,4463,177200,
seq_600_47,179700,1042700,89415,166300,4782,384600,4445,166000,
seq_600_48,179700,1389900,89755,408300,4780,312600,4541,190200,
seq_600_49,179700,1045500,90077,232700,4811,185800,4461,165300,
seq_600_50,179700,1132300,87077,285200,4802,201100,4442,167600,
seq_600_51,179700,1098900,93911,255600,4772,219800,4474,180100,
seq_600_52,179700,1087800,83511,153700,4806,120600,4409,122700,
seq_600_53,179700,1046700,95688,257000,4795,176700,4552,197200,
seq_600_54,179700,1157900,86567,275300,4786,259800,4465,173600,
seq_600_55,179700,1387200,83778,355700,4770,309600,4502,216400,
seq_600_56,179700,1050700,89524,163200,4786,119700,4502,122000,
seq_600_57,179700,1379200,88403,188000,4795,119500,4500,122100,
seq_600_58,179700,1078500,90862,260500,4815,177600,4420,154000,
seq_600_59,179700,1403600,87694,276100,4770,199400,4535,169500,
seq_600_60,179700,1264800,87536,275800,4776,199600,4540,168000,
seq_600_61,179700,1022700,93054,170300,4816,119200,4458,121100,
seq_600_62,179700,1187400,94217,295800,4777,200500,4512,166600,
seq_600_63,179700,1080500,90008,223900,4829,208800,4438,216400,
seq_600_64,179700,1008500,88055,161900,4810,119200,4542,124500,
seq_600_65,179700,1083000,92622,296700,4802,199200,4495,169500,
seq_600_66,179700,988800,88487,163000,4808,132900,4564,208200,
seq_600_67,179700,1289900,92393,379100,4809,298500,4530,213100,
seq_600_68,179700,1634200,88523,424300,4792,217300,4511,163100,
seq_600_69,179700,1162100,92337,302200,4810,195900,4434,164200,
seq_600_70,179700,1380500,88515,256200,4787,204700,4492,160700,
seq_600_71,179700,1026000,92897,170900,4791,120100,4467,121800,
seq_600_72,179700,1100500,96829,306900,4796,207700,4490,170700,
seq_600_73,179700,1321000,90598,376500,4769,290600,4549,224600,
seq_600_74,179700,1114700,92378,195200,4815,126100,4508,123300,
seq_600_75,179700,1328000,95398,517900,4783,270800,4488,163000,
seq_600_76,179700,1352800,88220,245000,4801,125700,4511,122800,
seq_600_77,179700,1040300,90164,263200,4777,175900,4472,151800,
seq_600_78,179700,1291600,90382,288900,4821,207200,4475,167300,
seq_600_79,179700,933900,87037,183800,4796,123800,4534,123200,
seq_600_80,179700,1053300,95192,239700,4793,189700,4524,171100,
seq_600_81,179700,1495100,89498,288600,4785,203000,4476,170500,
seq_600_82,179700,1322100,95724,364100,4813,213000,4462,189800,
seq_600_83,179700,931600,92482,169700,4784,119200,4567,122600,
seq_600_84,179700,1207900,87639,276900,4788,200100,4540,166200,
seq_600_85,179700,1012100,91851,239400,4825,181400,4510,155000,
seq_600_86,179700,1028700,86391,221100,4792,172700,4457,160300,
seq_600_87,179700,1092600,90186,285100,4789,202200,4450,166300,
seq_600_88,179700,1489600,90433,298800,4783,201700,4527,165900,
seq_600_89,179700,1026300,91678,252800,4810,177000,4560,181200,
seq_600_90,179700,1575500,86016,186900,4802,122800,4523,122800,
seq_600_91,179700,1294900,91818,294500,4798,202000,4438,171800,
seq_600_92,179700,1094100,90014,259100,4779,190600,4444,177900,
seq_600_93,179700,1040100,89439,163800,4789,126500,4475,121500,
seq_600_94,179700,1215600,92724,295300,4767,202400,4525,169000,
seq_600_95,179700,1103700,89556,196900,4773,140000,4511,134200,
seq_600_96,179700,1085800,90126,226100,4792,182600,4502,174600,
seq_600_97,179700,1062700,91468,278800,4778,199100,4485,125400,
seq_600_98,179700,1066600,89352,284900,4805,202300,4494,168400,
seq_600_99,179700,985300,90189,229100,4796,211700,4526,200200,
seq_650_0,210925,1213400,104211,191400,5259,132300,4943,133000,
seq_650_1,210925,1201100,106527,193900,5260,136400,4939,134400,
seq_650_2,210925,1485700,105277,375800,5259,236600,4997,193600,
seq_650_3,210925,1252500,108993,257200,5257,180400,4918,184800,
seq_650_4,210925,1133000,111056,202000,5281,129400,5040,136100,
seq_650_5,210925,1579500,107320,203000,5284,133600,4899,133000,
seq_650_6,210925,1161600,112227,234500,5284,135600,4947,133200,
seq_650_7,210925,1164600,105970,333800,5277,227900,4958,185900,
seq_650_8,210925,1651300,108943,506800,5254,356000,4940,188700,
